file,speaker,label,y_true,y_pred,score,dist
7350.wav,Donald Trump,bona-fide,0,1,0.09453176,0.09553466
7363.wav,Donald Trump,bona-fide,0,1,0.06629137,0.06729427
7366.wav,Donald Trump,bona-fide,0,1,0.07202957,0.07303247
7374.wav,Donald Trump,bona-fide,0,1,0.090550914,0.091553815
7379.wav,Donald Trump,bona-fide,0,1,0.065313935,0.066316836
7391.wav,Donald Trump,bona-fide,0,1,0.063961804,0.064964704
7409.wav,Donald Trump,bona-fide,0,1,0.08569214,0.08669504
7410.wav,Donald Trump,bona-fide,0,1,0.08951324,0.09051614
7418.wav,Norm MacDonald,bona-fide,0,1,0.0785866,0.0795895
7438.wav,Donald Trump,bona-fide,0,1,0.062741786,0.06374469
7450.wav,Donald Trump,bona-fide,0,1,0.06449505,0.06549795
7453.wav,Donald Trump,bona-fide,0,1,0.040762898,0.0417658
7470.wav,Donald Trump,bona-fide,0,1,0.06854025,0.06954315
7477.wav,Donald Trump,bona-fide,0,1,0.042468145,0.04347105
7480.wav,Donald Trump,bona-fide,0,1,0.06563704,0.06663994
7484.wav,Donald Trump,bona-fide,0,1,0.09001195,0.09101485
7497.wav,Donald Trump,bona-fide,0,1,0.09686941,0.09787231
7502.wav,Donald Trump,bona-fide,0,1,0.04104644,0.042049345
7513.wav,Donald Trump,bona-fide,0,1,0.0835001,0.084503
7523.wav,Donald Trump,bona-fide,0,1,0.079093814,0.080096714
7526.wav,Donald Trump,bona-fide,0,1,0.06959364,0.07059654
7531.wav,Donald Trump,bona-fide,0,1,0.08716174,0.08816464
7542.wav,Donald Trump,bona-fide,0,1,0.037693538,0.03869644
7558.wav,Donald Trump,bona-fide,0,1,0.0760791,0.077082
7562.wav,Donald Trump,bona-fide,0,1,0.069567494,0.070570394
7569.wav,Donald Trump,bona-fide,0,1,0.1327454,0.13374831
7582.wav,Donald Trump,bona-fide,0,1,0.063370846,0.06437375
7584.wav,Donald Trump,bona-fide,0,1,0.06022181,0.061224714
7593.wav,Donald Trump,spoof,1,1,0.13990498,0.14090788
7600.wav,Donald Trump,spoof,1,1,0.24410447,0.24510738
7605.wav,Donald Trump,bona-fide,0,1,0.12945367,0.13045658
7612.wav,Donald Trump,bona-fide,0,1,0.07979403,0.08079693
7621.wav,Donald Trump,bona-fide,0,1,0.06297741,0.06398031
7632.wav,Donald Trump,bona-fide,0,1,0.10276889,0.10377179
7633.wav,Donald Trump,bona-fide,0,1,0.07923077,0.08023367
7646.wav,Donald Trump,bona-fide,0,1,0.056010988,0.05701389
7650.wav,Donald Trump,bona-fide,0,1,0.0897826,0.0907855
7665.wav,Donald Trump,bona-fide,0,1,0.14773743,0.14874034
7672.wav,Donald Trump,bona-fide,0,1,0.092366874,0.093369775
7681.wav,Donald Trump,bona-fide,0,1,0.098210394,0.099213295
7693.wav,Donald Trump,bona-fide,0,1,0.07029897,0.07130187
7702.wav,Donald Trump,bona-fide,0,1,0.08789525,0.08889815
7708.wav,Donald Trump,bona-fide,0,1,0.07209245,0.07309535
7712.wav,Donald Trump,bona-fide,0,1,0.06875203,0.06975493
7714.wav,Donald Trump,bona-fide,0,1,0.07936617,0.08036907
7723.wav,Donald Trump,bona-fide,0,1,0.09950007,0.10050297
7726.wav,Donald Trump,bona-fide,0,1,0.07076479,0.07176769
7741.wav,Donald Trump,bona-fide,0,1,0.033167556,0.03417046
7743.wav,Donald Trump,bona-fide,0,1,0.09281582,0.09381872
7746.wav,Donald Trump,bona-fide,0,1,0.06178471,0.062787615
7753.wav,Donald Trump,bona-fide,0,1,0.10476898,0.10577188
7770.wav,Donald Trump,bona-fide,0,1,0.13614935,0.13715225
7792.wav,Donald Trump,bona-fide,0,1,0.07063412,0.07163702
7814.wav,Donald Trump,bona-fide,0,1,0.062016,0.0630189
7815.wav,Donald Trump,spoof,1,1,0.0386121,0.039615005
7819.wav,Donald Trump,bona-fide,0,1,0.08741019,0.08841309
7824.wav,Donald Trump,bona-fide,0,1,0.08074882,0.08175172
7831.wav,Donald Trump,bona-fide,0,1,0.056674723,0.057677627
7837.wav,Donald Trump,bona-fide,0,1,0.07007181,0.07107471
7847.wav,Donald Trump,bona-fide,0,1,0.04172671,0.042729612
7849.wav,Donald Trump,bona-fide,0,1,0.050874554,0.051877458
7860.wav,Donald Trump,bona-fide,0,1,0.04487873,0.045881633
7881.wav,Donald Trump,bona-fide,0,1,0.06040374,0.061406642
7907.wav,Donald Trump,bona-fide,0,1,0.10163233,0.10263523
7910.wav,Donald Trump,bona-fide,0,1,0.05074837,0.051751275
7913.wav,Donald Trump,bona-fide,0,1,0.0539271,0.054930005
7918.wav,Donald Trump,bona-fide,0,1,0.09503721,0.09604011
7924.wav,Donald Trump,bona-fide,0,1,0.12472368,0.12572658
7925.wav,Donald Trump,bona-fide,0,1,0.03951251,0.040515415
7929.wav,Donald Trump,bona-fide,0,1,0.04649718,0.047500085
7935.wav,Donald Trump,bona-fide,0,1,0.05996655,0.060969453
7949.wav,Donald Trump,bona-fide,0,1,0.047147825,0.04815073
7965.wav,Norm MacDonald,spoof,1,1,0.07834644,0.07934934
7967.wav,Donald Trump,bona-fide,0,1,0.07793465,0.07893755
7978.wav,Donald Trump,bona-fide,0,1,0.07764547,0.07864837
7981.wav,Donald Trump,spoof,1,1,0.070357725,0.071360625
7986.wav,Donald Trump,bona-fide,0,1,0.06799394,0.06899684
7992.wav,Donald Trump,bona-fide,0,1,0.083334565,0.084337465
8009.wav,Donald Trump,bona-fide,0,1,0.040200125,0.04120303
8052.wav,Donald Trump,bona-fide,0,1,0.085471235,0.086474136
8063.wav,Donald Trump,bona-fide,0,1,0.04794025,0.048943155
8072.wav,Donald Trump,bona-fide,0,1,0.074802175,0.075805075
8079.wav,Donald Trump,bona-fide,0,1,0.054027855,0.05503076
8087.wav,Donald Trump,bona-fide,0,1,0.037949324,0.038952228
8089.wav,Donald Trump,bona-fide,0,1,0.10241614,0.10341904
8091.wav,Donald Trump,bona-fide,0,1,0.07198622,0.07298912
8106.wav,Donald Trump,bona-fide,0,1,0.05493739,0.055940293
8111.wav,Donald Trump,bona-fide,0,1,0.06892454,0.06992744
8126.wav,Donald Trump,bona-fide,0,1,0.09672583,0.09772873
8156.wav,Donald Trump,bona-fide,0,1,0.043732747,0.04473565
8172.wav,Donald Trump,bona-fide,0,1,0.06914293,0.07014583
8179.wav,Donald Trump,bona-fide,0,1,0.08980915,0.09081205
8201.wav,Donald Trump,bona-fide,0,1,0.09061748,0.09162038
8203.wav,Donald Trump,bona-fide,0,1,0.069849215,0.070852116
8226.wav,Donald Trump,bona-fide,0,1,0.05654511,0.057548013
8237.wav,Donald Trump,bona-fide,0,1,0.06839099,0.06939389
8242.wav,Donald Trump,bona-fide,0,1,0.10119571,0.10219861
8247.wav,Donald Trump,bona-fide,0,1,0.065886736,0.066889636
8261.wav,Donald Trump,bona-fide,0,1,0.058970015,0.05997292
8272.wav,Donald Trump,bona-fide,0,1,0.05722589,0.058228794
8276.wav,Donald Trump,bona-fide,0,1,0.099506035,0.100508936
8280.wav,Donald Trump,bona-fide,0,1,0.06967755,0.07068045
8295.wav,Norm MacDonald,spoof,1,1,0.08126841,0.08227131
8306.wav,Donald Trump,bona-fide,0,1,0.07539,0.076392904
8319.wav,Donald Trump,bona-fide,0,1,0.058248643,0.059251547
8322.wav,Donald Trump,bona-fide,0,1,0.06229927,0.063302174
8330.wav,Donald Trump,bona-fide,0,1,0.05877539,0.059778295
8351.wav,Donald Trump,bona-fide,0,1,0.047829617,0.04883252
8362.wav,Donald Trump,bona-fide,0,1,0.053024452,0.054027356
8371.wav,Donald Trump,bona-fide,0,1,0.10578942,0.10679232
8391.wav,Donald Trump,bona-fide,0,1,0.04449103,0.045493934
8402.wav,Donald Trump,spoof,1,1,0.08020503,0.08120793
8406.wav,Donald Trump,bona-fide,0,1,0.085130915,0.086133815
8412.wav,Donald Trump,bona-fide,0,1,0.06348528,0.06448818
8431.wav,Donald Trump,bona-fide,0,1,0.044051062,0.045053966
8433.wav,Donald Trump,bona-fide,0,1,0.09554308,0.09654598
8435.wav,Donald Trump,bona-fide,0,1,0.088944405,0.089947306
8440.wav,Donald Trump,bona-fide,0,1,0.12207986,0.12308276
8474.wav,Donald Trump,bona-fide,0,1,0.059644148,0.06064705
8494.wav,Donald Trump,bona-fide,0,1,0.061965007,0.06296791
8500.wav,Donald Trump,bona-fide,0,1,0.105511114,0.106514014
8513.wav,Norm MacDonald,spoof,1,1,0.07112512,0.07212802
8520.wav,Donald Trump,bona-fide,0,1,0.061937977,0.06294088
8521.wav,Donald Trump,bona-fide,0,1,0.056269243,0.057272147
8522.wav,Donald Trump,bona-fide,0,1,0.05802988,0.059032783
8523.wav,Donald Trump,bona-fide,0,1,0.049635116,0.05063802
8546.wav,Donald Trump,bona-fide,0,1,0.07252419,0.07352709
8548.wav,Donald Trump,bona-fide,0,1,0.047867738,0.04887064
8559.wav,Donald Trump,bona-fide,0,1,0.07301415,0.07401705
8562.wav,Donald Trump,bona-fide,0,1,0.060578518,0.06158142
8565.wav,Donald Trump,bona-fide,0,1,0.043554015,0.04455692
8570.wav,Donald Trump,bona-fide,0,1,0.12906922,0.13007213
8571.wav,Donald Trump,bona-fide,0,1,0.097065434,0.098068334
8572.wav,Donald Trump,bona-fide,0,1,0.06994035,0.07094325
8575.wav,Donald Trump,bona-fide,0,1,0.045417722,0.046420626
8579.wav,Donald Trump,bona-fide,0,1,0.077228315,0.078231215
8584.wav,Donald Trump,bona-fide,0,1,0.030132592,0.031135494
8589.wav,Donald Trump,bona-fide,0,1,0.047879282,0.048882186
8603.wav,Donald Trump,bona-fide,0,1,0.08048372,0.08148662
8609.wav,Donald Trump,bona-fide,0,1,0.05854035,0.059543256
8610.wav,Donald Trump,spoof,1,1,0.079012096,0.080014996
8629.wav,Donald Trump,bona-fide,0,1,0.07637383,0.07737673
8643.wav,Donald Trump,bona-fide,0,1,0.086112,0.0871149
8653.wav,Donald Trump,bona-fide,0,1,0.06497456,0.06597746
8656.wav,Donald Trump,bona-fide,0,1,0.06317522,0.06417812
8660.wav,Donald Trump,bona-fide,0,1,0.049481522,0.050484426
8662.wav,Donald Trump,bona-fide,0,1,0.045126945,0.04612985
8670.wav,Donald Trump,bona-fide,0,1,0.06653171,0.06753461
8679.wav,Donald Trump,bona-fide,0,1,0.09219945,0.09320235
8682.wav,Donald Trump,bona-fide,0,1,0.042709954,0.043712858
8683.wav,Donald Trump,bona-fide,0,1,0.05585757,0.056860473
8685.wav,Norm MacDonald,bona-fide,0,1,0.13034217,0.13134508
8691.wav,Donald Trump,bona-fide,0,1,0.05272912,0.053732023
8698.wav,Norm MacDonald,bona-fide,0,1,0.06127447,0.062277373
8706.wav,Donald Trump,bona-fide,0,1,0.0874316,0.0884345
8735.wav,Donald Trump,bona-fide,0,1,0.08149565,0.08249855
8752.wav,Donald Trump,spoof,1,1,0.044154562,0.045157466
8761.wav,Donald Trump,bona-fide,0,1,0.058243755,0.05924666
8764.wav,Donald Trump,bona-fide,0,1,0.094548985,0.095551886
8769.wav,Donald Trump,bona-fide,0,1,0.08575084,0.08675374
8775.wav,Donald Trump,bona-fide,0,1,0.056152392,0.057155296
8784.wav,Donald Trump,bona-fide,0,1,0.051281,0.052283905
8792.wav,Donald Trump,bona-fide,0,1,0.07487964,0.07588254
8800.wav,Donald Trump,bona-fide,0,1,0.08317196,0.084174864
8805.wav,Donald Trump,bona-fide,0,1,0.096388094,0.097390994
8824.wav,Donald Trump,bona-fide,0,1,0.070997305,0.072000206
8827.wav,Donald Trump,bona-fide,0,1,0.08415678,0.08515968
8862.wav,Donald Trump,bona-fide,0,1,0.062341634,0.06334454
8863.wav,Donald Trump,bona-fide,0,1,0.0664528,0.0674557
8864.wav,Donald Trump,bona-fide,0,1,0.10255599,0.10355889
8895.wav,Donald Trump,bona-fide,0,1,0.044091657,0.04509456
8907.wav,Donald Trump,bona-fide,0,1,0.07855492,0.07955782
8950.wav,Donald Trump,bona-fide,0,1,0.12878525,0.12978816
8951.wav,Donald Trump,bona-fide,0,1,0.043043133,0.044046037
8953.wav,Donald Trump,bona-fide,0,1,0.05618521,0.057188112
8956.wav,Donald Trump,bona-fide,0,1,0.0878633,0.088866204
8976.wav,Donald Trump,bona-fide,0,1,0.0584102,0.059413105
8984.wav,Donald Trump,bona-fide,0,1,0.0978005,0.0988034
8988.wav,Donald Trump,bona-fide,0,1,0.07994874,0.08095164
9021.wav,Donald Trump,bona-fide,0,1,0.12240332,0.123406224
9028.wav,Donald Trump,bona-fide,0,1,0.07541668,0.07641958
9029.wav,Donald Trump,bona-fide,0,1,0.06982798,0.07083088
9032.wav,Donald Trump,bona-fide,0,1,0.062803484,0.063806385
9035.wav,Donald Trump,bona-fide,0,1,0.09331519,0.09431809
9041.wav,Donald Trump,bona-fide,0,1,0.06382095,0.06482385
9054.wav,Donald Trump,bona-fide,0,1,0.057543524,0.058546428
9060.wav,Donald Trump,bona-fide,0,1,0.123262525,0.124265425
9063.wav,Donald Trump,bona-fide,0,1,0.06693704,0.06793994
9077.wav,Donald Trump,spoof,1,1,0.04481405,0.045816954
9094.wav,Donald Trump,bona-fide,0,1,0.060007703,0.061010607
9099.wav,Donald Trump,bona-fide,0,1,0.06380046,0.06480336
9102.wav,Donald Trump,bona-fide,0,1,0.09901085,0.10001375
9109.wav,Donald Trump,bona-fide,0,1,0.05112373,0.052126635
9114.wav,Donald Trump,bona-fide,0,1,0.111954376,0.11295728
9122.wav,Donald Trump,bona-fide,0,1,0.059990577,0.06099348
9125.wav,Donald Trump,bona-fide,0,1,0.03197484,0.032977745
9127.wav,Donald Trump,bona-fide,0,1,0.0811871,0.08219
9137.wav,Donald Trump,bona-fide,0,1,0.060958877,0.06196178
9148.wav,Donald Trump,bona-fide,0,1,0.046749536,0.04775244
9155.wav,Donald Trump,bona-fide,0,1,0.08167335,0.08267625
9185.wav,Donald Trump,bona-fide,0,1,0.05253916,0.053542063
9198.wav,Donald Trump,bona-fide,0,1,0.059822675,0.06082558
9199.wav,Donald Trump,bona-fide,0,1,0.059048112,0.060051017
9200.wav,Donald Trump,bona-fide,0,1,0.052678946,0.05368185
9208.wav,Donald Trump,spoof,1,1,0.20871396,0.20971687
9231.wav,Donald Trump,bona-fide,0,1,0.06382496,0.06482786
9236.wav,Donald Trump,bona-fide,0,1,0.048334144,0.049337048
9243.wav,Donald Trump,bona-fide,0,1,0.083959565,0.084962465
9246.wav,Donald Trump,bona-fide,0,1,0.041437995,0.0424409
9251.wav,Donald Trump,bona-fide,0,1,0.08705221,0.08805511
9295.wav,Donald Trump,bona-fide,0,1,0.0656267,0.0666296
9297.wav,Donald Trump,bona-fide,0,1,0.046834692,0.047837596
9303.wav,Donald Trump,bona-fide,0,1,0.06538531,0.06638821
9320.wav,Donald Trump,bona-fide,0,1,0.059712265,0.06071517
9324.wav,Donald Trump,spoof,1,1,0.10076889,0.10177179
9330.wav,Donald Trump,bona-fide,0,1,0.06924246,0.07024536
9342.wav,Donald Trump,bona-fide,0,1,0.052077003,0.053079907
9344.wav,Donald Trump,bona-fide,0,1,0.048277173,0.049280077
9350.wav,Donald Trump,bona-fide,0,1,0.07681641,0.07781931
9359.wav,Donald Trump,bona-fide,0,1,0.09496985,0.09597275
9360.wav,Donald Trump,bona-fide,0,1,0.047811057,0.04881396
9383.wav,Donald Trump,bona-fide,0,1,0.05813775,0.059140652
9384.wav,Donald Trump,bona-fide,0,1,0.09684611,0.09784901
9391.wav,Donald Trump,bona-fide,0,1,0.04104623,0.042049132
9402.wav,Donald Trump,bona-fide,0,1,0.03941031,0.040413216
9403.wav,Donald Trump,bona-fide,0,1,0.05265301,0.053655915
9406.wav,Donald Trump,bona-fide,0,1,0.08008178,0.08108468
9414.wav,Donald Trump,bona-fide,0,1,0.06067736,0.061680265
9416.wav,Donald Trump,bona-fide,0,1,0.06361278,0.06461568
9417.wav,Donald Trump,bona-fide,0,1,0.08839265,0.08939555
9418.wav,Donald Trump,bona-fide,0,1,0.1006098,0.1016127
9422.wav,Donald Trump,bona-fide,0,1,0.091569565,0.092572466
9428.wav,Donald Trump,bona-fide,0,1,0.07722163,0.07822453
9437.wav,Donald Trump,bona-fide,0,1,0.0776298,0.0786327
9444.wav,Donald Trump,bona-fide,0,1,0.075091705,0.076094605
9447.wav,Donald Trump,bona-fide,0,1,0.063543856,0.06454676
9450.wav,Donald Trump,bona-fide,0,1,0.04701749,0.048020393
9460.wav,Donald Trump,bona-fide,0,1,0.049701557,0.05070446
9462.wav,Donald Trump,bona-fide,0,1,0.05208784,0.053090744
9463.wav,Donald Trump,bona-fide,0,1,0.10593471,0.10693761
9498.wav,Donald Trump,bona-fide,0,1,0.052845716,0.05384862
9501.wav,Donald Trump,bona-fide,0,1,0.0859015,0.0869044
9508.wav,Donald Trump,bona-fide,0,1,0.062373433,0.06337634
9514.wav,Donald Trump,bona-fide,0,1,0.06785584,0.06885874
9530.wav,Donald Trump,bona-fide,0,1,0.048302386,0.04930529
9552.wav,Donald Trump,bona-fide,0,1,0.13793169,0.1389346
9554.wav,Donald Trump,bona-fide,0,1,0.06261813,0.06362103
9560.wav,Donald Trump,bona-fide,0,1,0.065129146,0.06613205
9570.wav,Donald Trump,bona-fide,0,1,0.04917438,0.050177284
9573.wav,Donald Trump,bona-fide,0,1,0.060682133,0.061685037
9575.wav,Donald Trump,bona-fide,0,1,0.06783451,0.06883741
9580.wav,Donald Trump,bona-fide,0,1,0.063318536,0.064321436
9583.wav,Donald Trump,bona-fide,0,1,0.04822921,0.049232114
9595.wav,Donald Trump,bona-fide,0,1,0.0739497,0.0749526
9599.wav,Donald Trump,bona-fide,0,1,0.07384147,0.07484437
9603.wav,Donald Trump,bona-fide,0,1,0.0504338,0.051436704
9608.wav,Donald Trump,bona-fide,0,1,0.050939377,0.05194228
9613.wav,Donald Trump,bona-fide,0,1,0.05437343,0.055376332
9635.wav,Donald Trump,bona-fide,0,1,0.066911414,0.067914315
9645.wav,Donald Trump,spoof,1,1,0.06883949,0.06984239
9653.wav,Donald Trump,bona-fide,0,1,0.07581529,0.07681819
9665.wav,Donald Trump,bona-fide,0,1,0.1062638,0.1072667
9684.wav,Donald Trump,bona-fide,0,1,0.064294584,0.065297484
9685.wav,Donald Trump,bona-fide,0,1,0.06750914,0.06851204
9689.wav,Donald Trump,bona-fide,0,1,0.113300145,0.114303045
9709.wav,Donald Trump,bona-fide,0,1,0.04928491,0.050287813
9711.wav,Donald Trump,bona-fide,0,1,0.11240558,0.11340848
9719.wav,Donald Trump,bona-fide,0,1,0.05205029,0.053053193
9720.wav,Donald Trump,bona-fide,0,1,0.098989084,0.099991985
9726.wav,Norm MacDonald,spoof,1,1,0.09103521,0.09203811
9732.wav,Donald Trump,bona-fide,0,1,0.0953056,0.0963085
9735.wav,Donald Trump,bona-fide,0,1,0.109902516,0.11090542
9736.wav,Donald Trump,bona-fide,0,1,0.08655928,0.08756218
9740.wav,Donald Trump,bona-fide,0,1,0.056743544,0.057746448
9749.wav,Donald Trump,spoof,1,1,0.10209756,0.103100464
9753.wav,Donald Trump,bona-fide,0,1,0.046377517,0.04738042
9758.wav,Donald Trump,bona-fide,0,1,0.050816767,0.05181967
9783.wav,Donald Trump,bona-fide,0,1,0.090454385,0.091457285
9812.wav,Donald Trump,bona-fide,0,1,0.038399324,0.039402228
9816.wav,Donald Trump,bona-fide,0,1,0.06997971,0.07098261
9819.wav,Donald Trump,bona-fide,0,1,0.050224967,0.05122787
9855.wav,Donald Trump,bona-fide,0,1,0.11134397,0.11234687
9858.wav,Donald Trump,bona-fide,0,1,0.087983,0.0889859
9862.wav,Donald Trump,bona-fide,0,1,0.06217621,0.06317911
9863.wav,Donald Trump,bona-fide,0,1,0.05033559,0.051338494
9871.wav,Donald Trump,bona-fide,0,1,0.059269436,0.06027234
9889.wav,Donald Trump,bona-fide,0,1,0.053809203,0.054812107
9916.wav,Donald Trump,bona-fide,0,1,0.06766504,0.06866794
9918.wav,Donald Trump,bona-fide,0,1,0.04353416,0.044537064
9923.wav,Donald Trump,bona-fide,0,1,0.10212206,0.10312496
9943.wav,Donald Trump,bona-fide,0,1,0.041203212,0.042206116
9949.wav,Donald Trump,bona-fide,0,1,0.09417608,0.09517898
9955.wav,Donald Trump,bona-fide,0,1,0.04409591,0.045098815
9960.wav,Donald Trump,bona-fide,0,1,0.052990593,0.053993497
9962.wav,Donald Trump,bona-fide,0,1,0.08525457,0.08625747
9966.wav,Donald Trump,bona-fide,0,1,0.048605513,0.049608417
9972.wav,Donald Trump,bona-fide,0,1,0.057371877,0.05837478
9976.wav,Donald Trump,bona-fide,0,1,0.064443596,0.065446496
9987.wav,Donald Trump,bona-fide,0,1,0.042546693,0.043549597
10002.wav,Donald Trump,spoof,1,1,0.048611995,0.0496149
10035.wav,Donald Trump,bona-fide,0,1,0.03638429,0.037387192
10047.wav,Donald Trump,bona-fide,0,1,0.049512718,0.050515622
10057.wav,Donald Trump,bona-fide,0,1,0.14697167,0.14797458
10060.wav,Donald Trump,bona-fide,0,1,0.053820353,0.054823257
10084.wav,Donald Trump,bona-fide,0,1,0.08923108,0.09023398
10086.wav,Donald Trump,bona-fide,0,1,0.050651066,0.05165397
10091.wav,Norm MacDonald,spoof,1,1,0.09532424,0.09632714
10095.wav,Donald Trump,bona-fide,0,1,0.052097216,0.05310012
10112.wav,Donald Trump,bona-fide,0,1,0.062348645,0.06335155
10123.wav,Donald Trump,bona-fide,0,1,0.054503202,0.055506106
10124.wav,Donald Trump,bona-fide,0,1,0.084239215,0.085242115
10134.wav,Donald Trump,bona-fide,0,1,0.048732307,0.04973521
10137.wav,Donald Trump,bona-fide,0,1,0.092149235,0.093152136
10140.wav,Donald Trump,bona-fide,0,1,0.07225863,0.07326153
10170.wav,Donald Trump,bona-fide,0,1,0.051727455,0.05273036
10175.wav,Donald Trump,bona-fide,0,1,0.09036581,0.09136871
10184.wav,Donald Trump,bona-fide,0,1,0.082948714,0.083951615
10188.wav,Donald Trump,bona-fide,0,1,0.065935425,0.066938326
10195.wav,Donald Trump,bona-fide,0,1,0.05275844,0.053761344
10202.wav,Donald Trump,bona-fide,0,1,0.082371965,0.083374865
10225.wav,Donald Trump,bona-fide,0,1,0.06372005,0.06472295
10232.wav,Norm MacDonald,bona-fide,0,1,0.05654535,0.057548255
10236.wav,Donald Trump,bona-fide,0,1,0.058703344,0.05970625
10239.wav,Donald Trump,bona-fide,0,1,0.08516705,0.08616995
10243.wav,Donald Trump,bona-fide,0,1,0.059449762,0.060452666
10251.wav,Donald Trump,bona-fide,0,1,0.0502931,0.051296003
10254.wav,Donald Trump,bona-fide,0,1,0.058349427,0.05935233
10260.wav,Donald Trump,bona-fide,0,1,0.11026981,0.11127271
10261.wav,Donald Trump,bona-fide,0,1,0.03562503,0.036627933
10262.wav,Donald Trump,spoof,1,1,0.08595066,0.08695356
10263.wav,Donald Trump,bona-fide,0,1,0.045927547,0.04693045
10266.wav,Donald Trump,bona-fide,0,1,0.12867239,0.1296753
10279.wav,Donald Trump,bona-fide,0,1,0.053268284,0.054271188
10281.wav,Donald Trump,bona-fide,0,1,0.070805684,0.071808584
10293.wav,Donald Trump,bona-fide,0,1,0.05904095,0.060043853
10309.wav,Donald Trump,bona-fide,0,1,0.09528992,0.09629282
10311.wav,Donald Trump,bona-fide,0,1,0.11655997,0.11756287
10334.wav,Donald Trump,bona-fide,0,1,0.03649388,0.037496783
10344.wav,Donald Trump,bona-fide,0,1,0.117600806,0.11860371
10359.wav,Donald Trump,bona-fide,0,1,0.05124516,0.052248064
10369.wav,Donald Trump,bona-fide,0,1,0.050401576,0.05140448
10373.wav,Donald Trump,bona-fide,0,1,0.048962608,0.049965512
10376.wav,Donald Trump,bona-fide,0,1,0.13732326,0.13832617
10379.wav,Donald Trump,bona-fide,0,1,0.091405034,0.092407934
10390.wav,Donald Trump,bona-fide,0,1,0.057834305,0.05883721
10395.wav,Donald Trump,bona-fide,0,1,0.043985613,0.044988517
10400.wav,Donald Trump,spoof,1,1,0.121961966,0.12296487
10409.wav,Donald Trump,spoof,1,1,0.08885505,0.08985795
10410.wav,Donald Trump,bona-fide,0,1,0.06246629,0.063469194
10412.wav,Donald Trump,bona-fide,0,1,0.05330491,0.054307815
10417.wav,Donald Trump,bona-fide,0,1,0.08711005,0.08811295
10419.wav,Norm MacDonald,spoof,1,1,0.06923938,0.07024228
10428.wav,Donald Trump,bona-fide,0,1,0.03753865,0.038541555
10429.wav,Donald Trump,bona-fide,0,1,0.08959866,0.09060156
10433.wav,Donald Trump,bona-fide,0,1,0.049846377,0.05084928
10436.wav,Donald Trump,bona-fide,0,1,0.0738661,0.074869
10439.wav,Donald Trump,bona-fide,0,1,0.061406877,0.06240978
10442.wav,Donald Trump,bona-fide,0,1,0.07517915,0.07618205
10443.wav,Donald Trump,bona-fide,0,1,0.08501766,0.08602056
10455.wav,Donald Trump,bona-fide,0,1,0.08397159,0.08497449
10463.wav,Donald Trump,bona-fide,0,1,0.100463964,0.101466864
10475.wav,Donald Trump,bona-fide,0,1,0.054430425,0.05543333
10484.wav,Donald Trump,bona-fide,0,1,0.05153967,0.052542575
10485.wav,Donald Trump,spoof,1,1,0.062491458,0.06349436
10493.wav,Donald Trump,bona-fide,0,1,0.07889827,0.07990117
10499.wav,Donald Trump,bona-fide,0,1,0.081016935,0.082019836
10503.wav,Donald Trump,bona-fide,0,1,0.059522208,0.06052511
10532.wav,Donald Trump,bona-fide,0,1,0.047189765,0.04819267
10535.wav,Donald Trump,bona-fide,0,1,0.09420585,0.09520875
10541.wav,Donald Trump,bona-fide,0,1,0.08821043,0.089213334
10543.wav,Donald Trump,bona-fide,0,1,0.053225935,0.05422884
10546.wav,Donald Trump,spoof,1,1,0.07749521,0.07849811
10555.wav,Donald Trump,bona-fide,0,1,0.07527213,0.07627503
10581.wav,Donald Trump,bona-fide,0,1,0.06878562,0.06978852
10596.wav,Donald Trump,bona-fide,0,1,0.06442657,0.06542947
10601.wav,Donald Trump,bona-fide,0,1,0.05799661,0.058999512
10616.wav,Donald Trump,bona-fide,0,1,0.051274274,0.052277178
10622.wav,Donald Trump,bona-fide,0,1,0.0640207,0.0650236
10623.wav,Donald Trump,bona-fide,0,1,0.06349371,0.06449661
10628.wav,Donald Trump,bona-fide,0,1,0.048966013,0.049968917
10634.wav,Donald Trump,bona-fide,0,1,0.045937724,0.04694063
10638.wav,Donald Trump,bona-fide,0,1,0.073141366,0.07414427
10642.wav,Donald Trump,bona-fide,0,1,0.062373634,0.06337654
10649.wav,Donald Trump,bona-fide,0,1,0.052141745,0.05314465
10653.wav,Donald Trump,bona-fide,0,1,0.055625543,0.056628447
10670.wav,Donald Trump,bona-fide,0,1,0.05060537,0.051608276
10673.wav,Donald Trump,bona-fide,0,1,0.091835,0.0928379
10690.wav,Donald Trump,bona-fide,0,1,0.09576486,0.09676776
10693.wav,Donald Trump,bona-fide,0,1,0.06150848,0.062511384
10696.wav,Donald Trump,bona-fide,0,1,0.0682653,0.0692682
10709.wav,Donald Trump,bona-fide,0,1,0.05009949,0.051102392
10718.wav,Donald Trump,bona-fide,0,1,0.08940323,0.09040613
10721.wav,Donald Trump,bona-fide,0,1,0.061717574,0.06272048
10760.wav,Donald Trump,bona-fide,0,1,0.098699726,0.09970263
10775.wav,Donald Trump,bona-fide,0,1,0.075279675,0.076282576
10789.wav,Donald Trump,bona-fide,0,1,0.051386338,0.05238924
10796.wav,Donald Trump,spoof,1,1,0.073345125,0.074348025
10798.wav,Donald Trump,bona-fide,0,1,0.05046118,0.051464085
10800.wav,Donald Trump,bona-fide,0,1,0.04697549,0.047978394
10811.wav,Donald Trump,bona-fide,0,1,0.07008348,0.07108638
